candidate,votes,election_day,absentee
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,44,43,1
Republican (REP) .  .  .  .  .  .  .  .  .,80,76,4
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,124,119,5
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,72,70,2
Lou Barletta (REP)  .  .  .  .  .  .  .  .,142,138,4
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,1,1,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,0,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,215,209,6
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,78,76,2
Scott R Wagner (REP).  .  .  .  .  .  .  .,140,136,4
Paul Glover (GRN).  .  .  .  .  .  .  .  .,0,0,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,0,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,218,212,6
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,69,67,2
Guy Reschenthaler (REP).  .  .  .  .  .  .,148,144,4
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,217,211,6
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 57TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Collin Warren (DEM) .  .  .  .  .  .  .  .,66,64,2
Eric Nelson (REP).  .  .  .  .  .  .  .  .,150,146,4
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,216,210,6
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
4709 SALEM TWP - MECHLINGS,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,318,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,193,187,6
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,43,42,1
Republican (REP) .  .  .  .  .  .  .  .  .,68,68,0
Green Party (GRN).  .  .  .  .  .  .  .  .,1,1,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,112,111,1
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,75,73,2
Lou Barletta (REP)  .  .  .  .  .  .  .  .,110,107,3
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,1,1,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,2,2,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,188,183,5
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,83,80,3
Scott R Wagner (REP).  .  .  .  .  .  .  .,108,105,3
Paul Glover (GRN).  .  .  .  .  .  .  .  .,1,1,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,0,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,192,186,6
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,70,68,2
Guy Reschenthaler (REP).  .  .  .  .  .  .,119,115,4
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,189,183,6
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 57TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Collin Warren (DEM) .  .  .  .  .  .  .  .,67,66,1
Eric Nelson (REP).  .  .  .  .  .  .  .  .,123,119,4
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,191,186,5
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
4712 SALEM TWP - NEW SALEM,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,"1,414",,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,935,895,39
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,227,215,12
Republican (REP) .  .  .  .  .  .  .  .  .,319,309,10
Green Party (GRN).  .  .  .  .  .  .  .  .,1,1,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,547,525,22
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,403,386,17
Lou Barletta (REP)  .  .  .  .  .  .  .  .,511,488,22
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,7,7,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,8,8,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,929,889,39
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,432,413,19
Scott R Wagner (REP).  .  .  .  .  .  .  .,490,470,20
Paul Glover (GRN).  .  .  .  .  .  .  .  .,2,2,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,6,6,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,930,891,39
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,365,352,13
Guy Reschenthaler (REP).  .  .  .  .  .  .,563,537,25
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,928,889,38
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 57TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Collin Warren (DEM) .  .  .  .  .  .  .  .,345,331,14
Eric Nelson (REP).  .  .  .  .  .  .  .  .,582,557,25
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,928,889,39
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
4715 SALEM TWP - SLICKVILLE,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,451,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,250,246,4
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,47,47,0
Republican (REP) .  .  .  .  .  .  .  .  .,86,84,2
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,133,131,2
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,93,93,0
Lou Barletta (REP)  .  .  .  .  .  .  .  .,155,151,4
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,1,1,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,0,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,249,245,4
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,91,91,0
Scott R Wagner (REP).  .  .  .  .  .  .  .,150,146,4
Paul Glover (GRN).  .  .  .  .  .  .  .  .,3,3,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,3,3,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,247,243,4
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,73,73,0
Guy Reschenthaler (REP).  .  .  .  .  .  .,174,170,4
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,247,243,4
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 57TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Collin Warren (DEM) .  .  .  .  .  .  .  .,69,69,0
Eric Nelson (REP).  .  .  .  .  .  .  .  .,180,176,4
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,249,245,4
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
4718 SALEM TWP - STEELES,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,554,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,348,338,10
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,64,59,5
Republican (REP) .  .  .  .  .  .  .  .  .,119,116,3
Green Party (GRN).  .  .  .  .  .  .  .  .,1,1,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,184,176,8
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,132,127,5
Lou Barletta (REP)  .  .  .  .  .  .  .  .,208,203,5
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,2,2,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,4,4,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,346,336,10
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,143,138,5
Scott R Wagner (REP).  .  .  .  .  .  .  .,200,195,5
Paul Glover (GRN).  .  .  .  .  .  .  .  .,1,1,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,3,3,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,347,337,10
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,121,116,5
Guy Reschenthaler (REP).  .  .  .  .  .  .,225,220,5
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,346,336,10
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 57TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Collin Warren (DEM) .  .  .  .  .  .  .  .,101,96,5
Eric Nelson (REP).  .  .  .  .  .  .  .  .,243,238,5
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,344,334,10
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
4721 SALEM TWP - TREES MILLS,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,573,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,304,297,7
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,45,43,2
Republican (REP) .  .  .  .  .  .  .  .  .,132,131,1
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,177,174,3
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,94,91,3
Lou Barletta (REP)  .  .  .  .  .  .  .  .,206,202,4
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,1,1,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,2,2,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,303,296,7
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,96,92,4
Scott R Wagner (REP).  .  .  .  .  .  .  .,204,201,3
Paul Glover (GRN).  .  .  .  .  .  .  .  .,1,1,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,3,3,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,304,297,7
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,84,82,2
Guy Reschenthaler (REP).  .  .  .  .  .  .,219,214,5
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,303,296,7
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 57TH D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Collin Warren (DEM) .  .  .  .  .  .  .  .,75,74,1
Eric Nelson (REP).  .  .  .  .  .  .  .  .,228,222,6
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,303,296,7
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
4810 SCOTTDALE BOROUGH - 1,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,705,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,393,375,16
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,92,87,3
Republican (REP) .  .  .  .  .  .  .  .  .,112,107,5
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,204,194,8
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,183,174,7
Lou Barletta (REP)  .  .  .  .  .  .  .  .,185,176,9
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,4,4,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,7,7,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,379,361,16
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,193,186,7
Scott R Wagner (REP).  .  .  .  .  .  .  .,187,178,9
Paul Glover (GRN).  .  .  .  .  .  .  .  .,4,4,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,4,4,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,388,372,16
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,162,155,5
Guy Reschenthaler (REP).  .  .  .  .  .  .,222,211,11
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,385,367,16
,,,
,,,
SENATOR IN THE GENERAL ASSEMBLY 32ND DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Pam Gerard (DEM) .  .  .  .  .  .  .  .  .,155,150,5
Pat Stefano (REP).  .  .  .  .  .  .  .  .,230,219,11
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,386,370,16
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 52ND D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Ethan Keedy (DEM).  .  .  .  .  .  .  .  .,175,170,5
Ryan Warner (REP).  .  .  .  .  .  .  .  .,210,199,11
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,385,369,16
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
4820 SCOTTDALE BOROUGH - 2,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,"1,001",,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,582,557,25
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,114,107,7
Republican (REP) .  .  .  .  .  .  .  .  .,209,201,8
Green Party (GRN).  .  .  .  .  .  .  .  .,1,1,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,325,310,15
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,254,239,15
Lou Barletta (REP)  .  .  .  .  .  .  .  .,309,299,10
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,1,1,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,3,3,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,567,542,25
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,266,252,14
Scott R Wagner (REP).  .  .  .  .  .  .  .,306,296,10
Paul Glover (GRN).  .  .  .  .  .  .  .  .,5,5,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,3,3,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,580,556,24
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,222,208,14
Guy Reschenthaler (REP).  .  .  .  .  .  .,352,341,11
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,574,549,25
,,,
,,,
SENATOR IN THE GENERAL ASSEMBLY 32ND DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Pam Gerard (DEM) .  .  .  .  .  .  .  .  .,209,195,14
Pat Stefano (REP).  .  .  .  .  .  .  .  .,368,357,11
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,577,552,25
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 52ND D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Ethan Keedy (DEM).  .  .  .  .  .  .  .  .,223,209,14
Ryan Warner (REP).  .  .  .  .  .  .  .  .,357,346,11
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,580,555,25
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
4830 SCOTTDALE BOROUGH - 3,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,644,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,352,339,12
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,75,72,3
Republican (REP) .  .  .  .  .  .  .  .  .,105,101,4
Green Party (GRN).  .  .  .  .  .  .  .  .,3,3,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,2,2,0
Total .  .  .  .  .  .  .  .  .  .,185,178,7
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,167,158,8
Lou Barletta (REP)  .  .  .  .  .  .  .  .,163,159,4
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,8,8,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,6,6,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,344,331,12
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,177,169,8
Scott R Wagner (REP).  .  .  .  .  .  .  .,160,156,4
Paul Glover (GRN).  .  .  .  .  .  .  .  .,6,6,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,5,5,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,349,337,12
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,161,154,6
Guy Reschenthaler (REP).  .  .  .  .  .  .,183,177,6
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,344,331,12
,,,
,,,
SENATOR IN THE GENERAL ASSEMBLY 32ND DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Pam Gerard (DEM) .  .  .  .  .  .  .  .  .,143,137,6
Pat Stefano (REP).  .  .  .  .  .  .  .  .,201,195,6
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,344,332,12
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 52ND D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Ethan Keedy (DEM).  .  .  .  .  .  .  .  .,163,157,6
Ryan Warner (REP).  .  .  .  .  .  .  .  .,184,178,6
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,347,335,12
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
4840 SCOTTDALE BOROUGH - 4,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,539,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,308,299,9
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,60,56,4
Republican (REP) .  .  .  .  .  .  .  .  .,113,111,2
Green Party (GRN).  .  .  .  .  .  .  .  .,2,2,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,175,169,6
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
Bob Casey Jr (DEM)  .  .  .  .  .  .  .  .,117,111,6
Lou Barletta (REP)  .  .  .  .  .  .  .  .,179,176,3
Neal Gale (GRN)  .  .  .  .  .  .  .  .  .,2,2,0
Dale R Kerns Jr (LN).  .  .  .  .  .  .  .,4,4,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,303,294,9
,,,
,,,
GOVERNOR,,,
Vote for NOT MORE THAN  1,,,
Tom Wolf (DEM).  .  .  .  .  .  .  .  .  .,122,116,6
Scott R Wagner (REP).  .  .  .  .  .  .  .,181,178,3
Paul Glover (GRN).  .  .  .  .  .  .  .  .,2,2,0
Ken V Krawchuk (LN) .  .  .  .  .  .  .  .,2,2,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,308,299,9
,,,
,,,
REPRESENTATIVE IN CONGRESS 14TH DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Bibiana Boerio (DEM).  .  .  .  .  .  .  .,110,105,5
Guy Reschenthaler (REP).  .  .  .  .  .  .,194,190,4
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,304,295,9
,,,
,,,
SENATOR IN THE GENERAL ASSEMBLY 32ND DISTRICT,,,
Vote for NOT MORE THAN  1,,,
Pam Gerard (DEM) .  .  .  .  .  .  .  .  .,101,96,5
Pat Stefano (REP).  .  .  .  .  .  .  .  .,202,198,4
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,303,294,9
,,,
,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 52ND D,ISTRICT,,
Vote for NOT MORE THAN  1,,,
Ethan Keedy (DEM).  .  .  .  .  .  .  .  .,119,113,6
Ryan Warner (REP).  .  .  .  .  .  .  .  .,189,186,3
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0
Total .  .  .  .  .  .  .  .  .  .,308,299,9
,,,
PREC REPORT-GROUP DETAIL,O,,
,G,,
,N,,
Run Date:11/14/18 10:49 AM,,,
,,,
4900 SEWARD BOROUGH,,,
TOTAL,VOTES,Day,Absentee
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,277,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,136,131,5
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,
,,,
,,,
STRAIGHT PARTY,,,
Vote for NOT MORE THAN  1,,,
Democratic (DEM) .  .  .  .  .  .  .  .  .,14,13,1
Republican (REP) .  .  .  .  .  .  .  .  .,53,53,0
Green Party (GRN).  .  .  .  .  .  .  .  .,0,0,0
Libertarian (LN) .  .  .  .  .  .  .  .  .,1,1,0
Total .  .  .  .  .  .  .  .  .  .,68,67,1
,,,
,,,
UNITED STATES SENATOR,,,
Vote for NOT MORE THAN  1,,,
