candidate,votes,election_day,absentee,provisional
AMY FAZIO (DEM)  .  .  .  .  .  .  .  .  .,198,190,7,1
JIM MARSHALL (REP)  .  .  .  .  .  .  .  .,269,256,13,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0069-01,,,,
,,,,
0069 HARRISVILLE BOROUGH,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,494,,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,304,290,14,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,47,44,3,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,109,102,7,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,0,0,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,0,0,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",112,104,8,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,186,180,6,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,0,0,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",5,5,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,114,105,9,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,181,176,5,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,1,1,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,5,5,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
RON DINICOLA (DEM)  .  .  .  .  .  .  .  .,99,93,6,0
MIKE KELLY (REP) .  .  .  .  .  .  .  .  .,196,188,8,0
EBERT G BILL BEEMAN (LIB) .  .  .  .  .  .,8,8,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 8TH LE,GISLATI,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
LISA BOEVING-LEARNED (DEM).  .  .  .  .  .,93,88,5,0
TEDD NESBIT (REP).  .  .  .  .  .  .  .  .,207,200,7,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0070-01,,,,
,,,,
0070 KARNS CITY BOROUGH,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,113,,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,68,68,0,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,7,7,0,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,29,29,0,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,0,0,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,0,0,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",23,23,0,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,44,44,0,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,0,0,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",1,1,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,22,22,0,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,45,45,0,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,1,1,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,0,0,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
SUSAN BOSER (DEM).  .  .  .  .  .  .  .  .,21,21,0,0
GLENN GT THOMPSON (REP).  .  .  .  .  .  .,47,47,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 11TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
BRIAN ELLIS (REP).  .  .  .  .  .  .  .  .,56,56,0,0
SAMUEL DOCTOR (IND) .  .  .  .  .  .  .  .,9,9,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0071-01,,,,
,,,,
0071 MARS BOROUGH,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,971,,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,607,570,37,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,93,79,14,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,198,183,15,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,1,1,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,0,0,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",222,205,17,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,363,345,18,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,5,4,1,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",11,10,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,237,220,17,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,350,333,17,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,6,6,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,9,8,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
RON DINICOLA (DEM)  .  .  .  .  .  .  .  .,194,177,17,0
MIKE KELLY (REP) .  .  .  .  .  .  .  .  .,397,378,19,0
EBERT G BILL BEEMAN (LIB) .  .  .  .  .  .,11,10,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 12TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
"DANIEL B SMITH, JR (DEM)  .  .  .  .  .  .",235,218,17,0
DARYL METCALFE (REP).  .  .  .  .  .  .  .,361,345,16,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,0,1,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0072-01,,,,
,,,,
0072 PETROLIA BOROUGH,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,101,,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,47,44,3,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,11,11,0,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,10,10,0,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,0,0,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,1,1,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",24,24,0,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,22,19,3,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,0,0,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",1,1,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,18,18,0,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,28,25,3,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,0,0,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,1,1,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 15TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
SUSAN BOSER (DEM).  .  .  .  .  .  .  .  .,20,20,0,0
GLENN GT THOMPSON (REP).  .  .  .  .  .  .,27,24,3,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 11TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
BRIAN ELLIS (REP).  .  .  .  .  .  .  .  .,29,26,3,0
SAMUEL DOCTOR (IND) .  .  .  .  .  .  .  .,12,12,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0073-01,,,,
,,,,
0073 PORTERSVILLE BOROUGH,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,164,,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,112,109,3,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,15,15,0,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,36,35,1,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,0,0,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,0,0,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,2,2,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",41,39,2,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,65,64,1,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,0,0,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",6,6,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,41,40,1,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,63,62,1,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,0,0,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,6,6,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
RON DINICOLA (DEM)  .  .  .  .  .  .  .  .,34,32,2,0
MIKE KELLY (REP) .  .  .  .  .  .  .  .  .,75,74,1,0
EBERT G BILL BEEMAN (LIB) .  .  .  .  .  .,3,3,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 8TH LE,GISLATI,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
LISA BOEVING-LEARNED (DEM).  .  .  .  .  .,28,28,0,0
TEDD NESBIT (REP).  .  .  .  .  .  .  .  .,79,78,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0074-01,,,,
,,,,
0074 PROSPECT BOROUGH,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,737,,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,469,448,19,2
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,53,52,1,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,175,164,9,2
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,0,0,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,4,4,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",158,154,4,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,295,279,14,2
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,3,3,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",9,8,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,162,158,4,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,296,279,15,2
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,2,2,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,8,8,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
RON DINICOLA (DEM)  .  .  .  .  .  .  .  .,143,139,4,0
MIKE KELLY (REP) .  .  .  .  .  .  .  .  .,313,298,13,2
EBERT G BILL BEEMAN (LIB) .  .  .  .  .  .,10,8,2,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 11TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
BRIAN ELLIS (REP).  .  .  .  .  .  .  .  .,343,325,16,2
SAMUEL DOCTOR (IND) .  .  .  .  .  .  .  .,87,84,3,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,2,2,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0075-01,,,,
,,,,
0075 SAXONBURG BOROUGH,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,996,,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,630,611,19,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,98,95,3,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,210,201,9,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,1,1,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,5,5,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,3,3,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",246,239,7,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,364,352,12,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,4,4,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",12,12,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,260,253,7,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,347,335,12,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,7,7,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,8,8,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
RON DINICOLA (DEM)  .  .  .  .  .  .  .  .,221,216,5,0
MIKE KELLY (REP) .  .  .  .  .  .  .  .  .,395,381,14,0
EBERT G BILL BEEMAN (LIB) .  .  .  .  .  .,10,10,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 11TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
BRIAN ELLIS (REP).  .  .  .  .  .  .  .  .,436,423,13,0
SAMUEL DOCTOR (IND) .  .  .  .  .  .  .  .,131,128,3,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,2,2,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0076-01,,,,
,,,,
0076 SEVEN FIELDS BOROUGH,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,"2,146",,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,"1,409","1,347",59,3
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,319,306,13,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,441,419,21,1
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,2,2,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,0,0,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,3,3,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",628,600,27,1
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,749,716,31,2
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,6,6,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",15,15,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,659,633,25,1
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,711,680,29,2
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,7,7,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,21,20,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
RON DINICOLA (DEM)  .  .  .  .  .  .  .  .,579,554,24,1
MIKE KELLY (REP) .  .  .  .  .  .  .  .  .,802,767,33,2
EBERT G BILL BEEMAN (LIB) .  .  .  .  .  .,19,18,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 12TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
"DANIEL B SMITH, JR (DEM)  .  .  .  .  .  .",632,607,24,1
DARYL METCALFE (REP).  .  .  .  .  .  .  .,761,728,31,2
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0077-01,,,,
,,,,
0077 SLIPPERY ROCK BOROUGH,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,"1,931",,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,887,842,45,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,158,141,17,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,197,193,4,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,2,2,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,0,0,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,4,4,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",517,479,38,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,339,332,7,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,7,7,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",20,20,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,1,1,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,540,503,37,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,318,311,7,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,7,7,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,21,20,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN CONGRESS 16TH DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
RON DINICOLA (DEM)  .  .  .  .  .  .  .  .,503,466,37,0
MIKE KELLY (REP) .  .  .  .  .  .  .  .  .,372,364,8,0
EBERT G BILL BEEMAN (LIB) .  .  .  .  .  .,11,11,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
REPRESENTATIVE IN THE GENERAL ASSEMBLY 10TH L,EGISLAT,,,
DISTRICT,,,,
VOTE FOR NO MORE THAN  1,,,,
AARON BERNSTINE (DEM/REP) .  .  .  .  .  .,565,533,32,0
DARCELLE L SLAPPY (GRN).  .  .  .  .  .  .,306,293,13,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,5,5,0,0
,,,,
,,,,
PREC REPORT-GROUP DETAIL,,"R, PENNS",YLVANIA,
,N,,,
,G,OFF,ICIAL RESULTS,
RUN DATE:11/15/18 09:46 AM,,,,
REPORT-EL30A PAGE 0078-01,,,,
,,,,
0078 VALENCIA BOROUGH,,,,
TOTAL,VOTES,N DAY,ABSENTEE,PROVISIONAL
REGISTERED VOTERS - TOTAL .  .  .  .  .  .,446,,,
BALLOTS CAST - TOTAL.  .  .  .  .  .  .  .,303,282,21,0
VOTER TURNOUT - TOTAL  .  .  .  .  .  .  .,,,,
,,,,
,,,,
STRAIGHT PARTY VOTING,,,,
VOTE FOR NO MORE THAN  1,,,,
DEMOCRATIC (DEM) .  .  .  .  .  .  .  .  .,44,40,4,0
REPUBLICAN (REP) .  .  .  .  .  .  .  .  .,113,102,11,0
GREEN (GRN).  .  .  .  .  .  .  .  .  .  .,0,0,0,0
INDEPENDENT (IND).  .  .  .  .  .  .  .  .,0,0,0,0
LIBERTARIAN (LIB).  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
UNITED STATES SENATOR,,,,
VOTE FOR NO MORE THAN  1,,,,
"BOB CASEY, JR (DEM) .  .  .  .  .  .  .  .",137,130,7,0
LOU BARLETTA (REP)  .  .  .  .  .  .  .  .,164,150,14,0
NEAL GALE (GRN)  .  .  .  .  .  .  .  .  .,0,0,0,0
"DALE R KERNS, JR (LIB) .  .  .  .  .  .  .",0,0,0,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,0,0,0,0
,,,,
,,,,
GOVERNOR,,,,
VOTE FOR NO MORE THAN  1,,,,
TOM WOLF (DEM).  .  .  .  .  .  .  .  .  .,143,136,7,0
SCOTT R WAGNER (REP).  .  .  .  .  .  .  .,155,142,13,0
PAUL GLOVER (GRN).  .  .  .  .  .  .  .  .,1,1,0,0
KEN V KRAWCHUK (LIB).  .  .  .  .  .  .  .,1,0,1,0
WRITE-IN.  .  .  .  .  .  .  .  .  .  .  .,2,2,0,0
,,,,
,,,,
